Attribute Name,AVP Code,Section defined,Value Type,MUST,MAY,SHOULD NOT,MUST NOT
Local-Time-Zone-Indication,718,6.3.27,Enumerated,V,,,M
UDR-Flags,719,6.3.28,Unsigned32,V,,,M
Call-Reference-Info,720,6.3.29,Grouped,V,,,M
Call-Reference-Number,721,6.3.30,OctetString,V,,,M
AS-Number,722,6.3.31,OctetString,V,,,M
,,,,,,,
@standard,3GPP TS 29.336,,,,,,
#=,,,,,,,
# 3GPP TS 29.336 V15.7.0 (2019-09),,,,,,,
# Home Subscriber Server (HSS) diameter interfaces for,,,,,,,
# interworking with packet data networks and applications,,,,,,,
# ,,,,,,,
# From 3GPP 29336-f70.docx,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.336 Table 6.4.1/1: S6m/S6n specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
IP-SM-GW-Number,3100,6.4.14,OctetString,"M,V",,,
IP-SM-GW-Name,3101,6.4.15,DiameterIdentity,"M,V",,,
User-Identifier,3102,6.4.2,Grouped,"M,V",,,
Service-ID,3103,6.4.3,Enumerated,"M,V",,,
SCS-Identity,3104,6.4.4,OctetString,"M,V",,,
Service-Parameters,3105,6.4.5,Grouped,"M,V",,,
T4-Parameters,3106,6.4.6,Grouped,"M,V",,,
Service-Data,3107,6.4.7,Grouped,"M,V",,,
T4-Data,3108,6.4.8,Grouped,"M,V",,,
HSS-Cause,3109,6.4.9,Unsigned32,"M,V",,,
SIR-Flags,3110,6.4.10,Unsigned32,"M,V",,,
# Note: 3GPP TS 29.061 External-Identifier (28) OctetString replaced by,,,,,,,
# 3GPP TS 29.336 External-Identifier (3111) UTF8String.,,,,,,,
# ,,,,,,,
# Change-1.4.0: External-Identifier (28) OctetString replaced by External-Identifier (3111) UTF8String.,,,,,,,
External-Identifier,3111,6.4.11,UTF8String,"M,V",,,
IP-SM-GW-Realm,3112,6.4.18,DiameterIdentity,"M,V",,,
#=,,,,,,,
# 3GPP TS 29.336 Table 8.4.1-1: S6t specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
AESE-Communication-Pattern,3113,8.4.25,Grouped,"M,V",,,
Communication-Pattern-Set,3114,8.4.26,Grouped,"M,V",,,
Periodic-Communication-Indicator,3115,8.4.27,Unsigned32,"M,V",,,
Communication-Duration-Time,3116,8.4.28,Unsigned32,"M,V",,,
# Note: 3GPP TS 29.336 Table 8.4.1-1 row Periodic-time (3117) has,,,,,,,
"# incorrect name and should be ""Periodic-Time"" per majority use.",,,,,,,
# ,,,,,,,
# Fix: Periodic-time (3117) renamed to Periodic-Time (931).,,,,,,,
Periodic-Time,3117,8.4.29,Unsigned32,"M,V",,,
Scheduled-Communication-Time,3118,8.4.30,Grouped,"M,V",,,
Stationary-Indication,3119,8.4.31,Unsigned32,"M,V",,,
AESE-Communication-Pattern-Config-Status,3120,8.4.32,Grouped,"M,V",,,
AESE-Error-Report,3121,8.4.33,Grouped,"M,V",,,
Monitoring-Event-Configuration,3122,8.4.2,Grouped,"M,V",,,
Monitoring-Event-Report,3123,8.4.3,Grouped,"M,V",,,
SCEF-Reference-ID,3124,8.4.4,Unsigned32,"M,V",,,
SCEF-ID,3125,8.4.5,DiameterIdentity,"M,V",,,
SCEF-Reference-ID-for-Deletion,3126,8.4.6,Unsigned32,"M,V",,,
Monitoring-Type,3127,8.4.7,Unsigned32,"M,V",,,
Maximum-Number-of-Reports,3128,8.4.8,Unsigned32,"M,V",,,
UE-Reachability-Configuration,3129,8.4.9,Grouped,"M,V",,,
Monitoring-Duration,3130,8.4.10,Time,"M,V",,,
Maximum-Detection-Time,3131,8.4.11,Unsigned32,"M,V",,,
Reachability-Type,3132,8.4.12,Unsigned32,"M,V",,,
Maximum-Latency,3133,8.4.13,Unsigned32,"M,V",,,
Maximum-Response-Time,3134,8.4.14,Unsigned32,"M,V",,,
Location-Information-Configuration,3135,8.4.15,Grouped,"M,V",,,
MONTE-Location-Type,3136,8.4.16,Unsigned32,"M,V",,,
Accuracy,3137,8.4.17,Unsigned32,"M,V",,,
Association-Type,3138,8.4.18,Unsigned32,"M,V",,,
Roaming-Information,3139,8.4.19,Unsigned32,"M,V",,,
Reachability-Information,3140,8.4.20,Unsigned32,"M,V",,,
IMEI-Change,3141,8.4.22,Unsigned32,"M,V",,,
Monitoring-Event-Config-Status,3142,8.4.24,Grouped,"M,V",,,
Supported-Services,3143,8.4.40,Grouped,"M,V",,,
Supported-Monitoring-Events,3144,8.4.41,Unsigned64,"M,V",,,
CIR-Flags,3145,8.4.39,Unsigned32,"M,V",,,
Service-Result,3146,8.4.37,Grouped,"M,V",,,
Service-Result-Code,3147,8.4.38,Unsigned32,"M,V",,,
Reference-ID-Validity-Time,3148,8.4.42,Time,"M,V",,,
Event-Handling,3149,8.4.43,Unsigned32,"M,V",,,
NIDD-Authorization-Request,3150,8.4.44,Grouped,"M,V",,,
NIDD-Authorization-Response,3151,8.4.45,Grouped,"M,V",,,
Service-Report,3152,8.4.47,Grouped,"M,V",,,
Node-Type,3153,8.4.48,Unsigned32,"M,V",,,
S6t-HSS-Cause,3154,8.4.50,Unsigned32,"M,V",,,
Enhanced-Coverage-Restriction,3155,8.4.51,Grouped,V,,,M
Enhanced-Coverage-Restriction-Data,3156,8.4.52,Grouped,V,,,M
Restricted-PLMN-List,3157,8.4.53,Grouped,V,,,M
Allowed-PLMN-List,3158,8.4.54,Grouped,V,,,M
Requested-Validity-Time,3159,8.4.55,Time,V,,,M
Granted-Validity-Time,3160,8.4.56,Time,V,,,M
NIDD-Authorization-Update,3161,8.4.57,Grouped,V,,,M
Loss-Of-Connectivity-Reason,3162,8.4.58,Unsigned32,V,,,M
Group-Reporting-Guard-Timer,3163,8.4.59,Unsigned32,V,,,M
CIA-Flags,3164,8.4.60,Unsigned32,V,,,M
Group-Monitoring-Event-Report,3165,8.4.61,Grouped,V,,,M
Group-Monitoring-Event-Report-Item,3166,8.4.62,Grouped,V,,,M
RIR-Flags,3167,8.4.63,Unsigned32,V,,,M
Type-Of-External-Identifier,3168,8.4.64,Unsigned32,V,,,M
APN-Validity-Time,3169,8.4.65,Grouped,V,,,M
Suggested-Network-Configuration,3170,8.4.66,Grouped,V,,,M
Monitoring-Event-Report-Status,3171,8.4.67,Grouped,V,,,M
PLMN-ID-Requested,3172,8.4.68,Enumerated,V,,,M
AdditionalIdentifiers,3173,8.4.69,Grouped,V,,,M
NIR-Flags,3174,8.4.70,Unsigned32,V,,,M
Reporting-Time-Stamp,3175,8.4.71,Time,V,,,M
NIA-Flags,3176,8.4.72,Unsigned32,V,,,M
Group-User-Identifier,3177,8.4.73,Grouped,V,,,M
MTC-Provider-Info,3178,8.4.74,Grouped,V,,,M
MTC-Provider-ID,3179,8.4.75,UTF8String,V,,,M
,,,,,,,
@standard,3GPP TS 29.337,,,,,,
#=,,,,,,,
# 3GPP TS 29.337 V15.0.0 (2018-06),,,,,,,
# Diameter-based T4 interface for communications with packet,,,,,,,
# data networks and applications,,,,,,,
# ,,,,,,,
# From 3GPP 29337-f00.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.337 Table 6.3.1/1: T4 specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
SM-Delivery-Outcome-T4,3200,6.3.1,Enumerated,"M, V",,,
Absent-Subscriber-Diagnostic-T4,3201,6.3.2,Enumerated,"M, V",,,
Trigger-Action,3202,6.3.6,Unsigned32,V,,,M
MTC-Error-Diagnostic,3203,6.3.7,Unsigned32,V,,,M
,,,,,,,
@standard,3GPP TS 29.338,,,,,,
#=,,,,,,,
# 3GPP TS 29.338 V15.1.0 (2018-12),,,,,,,
# Diameter based protocols to support,,,,,,,
# Short Message Service (SMS) capable,,,,,,,
# Mobile Management Entities (MMEs),,,,,,,
# ,,,,,,,
# From 3GPP 29338-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.338 Table 5.3.3.1/1: S6c specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
SM-RP-MTI,3308,5.3.3.2,Enumerated,"M, V",,,
SM-RP-SMEA,3309,5.3.3.3,OctetString,"M, V",,,
SRR-Flags,3310,5.3.3.4,Unsigned32,"M, V",,,
SM-Delivery-Not-Intended,3311,5.3.3.5,Enumerated,"M, V",,,
MWD-Status,3312,5.3.3.8,Unsigned32,"M, V",,,
MME-Absent-User-Diagnostic-SM,3313,5.3.3.9,Unsigned32,"M, V",,,
MSC-Absent-User-Diagnostic-SM,3314,5.3.3.10,Unsigned32,"M, V",,,
SGSN-Absent-User-Diagnostic-SM,3315,5.3.3.11,Unsigned32,"M, V",,,
SM-Delivery-Outcome,3316,5.3.3.14,Grouped,"M, V",,,
MME-SM-Delivery-Outcome,3317,5.3.3.15,Grouped,"M, V",,,
MSC-SM-Delivery-Outcome,3318,5.3.3.16,Grouped,"M, V",,,
SGSN-SM-Delivery-Outcome,3319,5.3.3.17,Grouped,"M, V",,,
IP-SM-GW-SM-Delivery-Outcome,3320,5.3.3.18,Grouped,"M, V",,,
SM-Delivery-Cause,3321,5.3.3.19,Enumerated,"M, V",,,
Absent-User-Diagnostic-SM,3322,5.3.3.20,Unsigned32,"M, V",,,
RDR-Flags,3323,5.3.3.21,Unsigned32,V,,,M
Maximum-UE-Availability-Time,3329,5.3.3.22,Time,V,,,M
SMS-GMSC-Alert-Event,3333,5.3.3.23,Unsigned32,V,,,M
#=,,,,,,,
# 3GPP TS 29.338 Table 6.3.3.1/1: SGd/Gdd specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
SC-Address,3300,6.3.3.2,OctetString,"M, V",,,
SM-RP-UI,3301,6.3.3.3,OctetString,"M, V",,,
TFR-Flags,3302,6.3.3.4,Unsigned32,"M, V",,,
SM-Delivery-Failure-Cause,3303,6.3.3.5,Grouped,"M, V",,,
SM-Enumerated-Delivery-Failure-Cause,3304,6.3.3.6,Enumerated,"M, V",,,
SM-Diagnostic-Info,3305,6.3.3.7,OctetString,"M, V",,,
SM-Delivery-Timer,3306,6.3.3.10,Unsigned32,"M, V",,,
SM-Delivery-Start-Time,3307,6.3.3.11,Time,"M, V",,,
SMSMI-Correlation-ID,3324,6.3.3.13,Grouped,V,,,M
# Note: 3GPP TS 29.338 Table 6.3.3.1/1 row HSS-ID (3325),,,,,,,
# incorrectly lists type as OctetString instead of UTF8String.,,,,,,,
# 3GPP TS 29.338 clause 6.3.3.14 uses UTF8String.,,,,,,,
# ,,,,,,,
# Fix: HSS-ID (3325) type changed from OctetString to UTF8String.,,,,,,,
HSS-ID,3325,6.3.3.14,UTF8String,V,,,M
Originating-SIP-URI,3326,6.3.3.15,UTF8String,V,,,M
Destination-SIP-URI,3327,6.3.3.16,UTF8String,V,,,M
OFR-Flags,3328,6.3.3.12,Unsigned32,V,,,M
Maximum-Retransmission-Time,3330,6.3.3.17,Time,V,,,M
Requested-Retransmission-Time,3331,6.3.3.18,Time,V,,,M
SMS-GMSC-Address,3332,6.3.3.19,OctetString,V,,,M
,,,,,,,
@standard,3GPP TS 29.343,,,,,,
#=,,,,,,,
# 3GPP TS 29.343 V15.1.0 (2019-09),,,,,,,
# Proximity-services (ProSe) function to,,,,,,,
# ProSe application server aspects (PC2);,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29343-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.343 Table 6.4.1-1: PC2 specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
Origin-App-Layer-User-Id,3600,6.4.2,UTF8String,"M,V",P,,
Target-App-Layer-User-Id,3601,6.4.3,UTF8String,"M,V",P,,
ProSe-Function-ID,3602,6.4.4,OctetString,"M,V",P,,
ProSe-Request-Type,3603,6.4.5,Unsigned32,"M,V",P,,
PDUID,3604,6.4.6,OctetString,V,P,,M
Application-Data,3605,6.4.7,UTF8String,V,P,,M
Allowed-Suffixes-Number,3606,6.4.8,Unsigned32,V,P,,M
Monitor-Target,3607,6.4.9,Grouped,V,P,,M
ProSe-Code-Suffix-Mask,3608,6.4.10,Grouped,V,P,,M
Suffix-Code,3609,6.4.11,OctetString,V,P,,M
Suffix-Mask,3610,6.4.12,OctetString,V,P,,M
Banned-User-Target,3611,6.4.17,Grouped,V,P,,M
Metadata-Indicator,3612,6.4.18,Unsigned32,V,P,,M
,,,,,,,
@standard,3GPP TS 29.344,,,,,,
#=,,,,,,,
# 3GPP TS 29.344 V15.1.0 (2019-09),,,,,,,
# Proximity-services (ProSe) Function to Home Subscriber,,,,,,,
# Server (HSS) aspects;,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29344-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.344 Table 6.3.1-1: PC4a specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
ProSe-Subscription-Data,3701,6.3.2,Grouped,"M,V",,,
ProSe-Permission,3702,6.3.3,Unsigned32,"M,V",,,
ProSe-Allowed-PLMN,3703,6.3.4,Grouped,"M,V",,,
ProSe-Direct-Allowed,3704,6.3.5,Unsigned32,"M,V",,,
UPR-Flags,3705,6.3.6,Unsigned32,"M,V",,,
PNR-Flags,3706,6.3.7,Unsigned32,"M,V",,,
ProSe-Initial-Location-Information,3707,6.3.9,Grouped,"M,V",,,
# Note: 3GPP TS 29.344 Table 6.3.1-1 missing Authorized-Discovery-Range.,,,,,,,
# Present in 3GPP TS 29.344 clause 6.3.13 and 3GPP TS 29.230 Table 7.1.,,,,,,,
# ,,,,,,,
# Fix: Add Authorized-Discovery-Range (3708) Unsigned32.,,,,,,,
Authorized-Discovery-Range,3708,6.3.13,Unsigned32,V,,,M
,,,,,,,
@standard,3GPP TS 29.345,,,,,,
#=,,,,,,,
# 3GPP TS 29.345 V15.1.0 (2019-09),,,,,,,
# Inter-Proximity-services (ProSe) Function signalling aspects;,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29345-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.345 Table 6.3.1-1: PC6/PC7 specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
App-Layer-User-Id,3801,6.3.2,UTF8String,"M, V",,,
# Note: 3GPP TS 29.345 Table 6.3.1-1 row Assistance-info (3802) has,,,,,,,
"# incorrect name and should be ""Assistance-Info"" per clause 6.3.3.",,,,,,,
# ,,,,,,,
# Fix: Assistance-info (3802) renamed to Assistance-Info (3802).,,,,,,,
Assistance-Info,3802,6.3.3,Grouped,"M, V",,,
Assistance-Info-Validity-Timer,3803,6.3.4,Unsigned32,"M, V",,,
Discovery-Type,3804,6.3.5,Unsigned32,"M, V",,,
Filter-Id,3805,6.3.9,OctetString,"M, V",,,
MAC-Address,3806,6.3.11,UTF8String,"M, V",,,
Match-Report,3807,6.3.12,Grouped,"M, V",,,
Operating-Channel,3808,6.3.14,Unsigned32,"M, V",,,
P2P-Features,3809,6.3.15,Unsigned32,"M, V",,,
ProSe-App-Code,3810,6.3.16,OctetString,"M, V",,,
ProSe-App-Id,3811,6.3.17,UTF8String,"M, V",,,
ProSe-App-Mask,3812,6.3.18,OctetString,"M, V",,,
ProSe-Discovery-Filter,3813,6.3.20,Grouped,"M, V",,,
PRR-Flags,3814,6.3.21,Unsigned32,"M, V",,,
ProSe-Validity-Timer,3815,6.3.22,Unsigned32,"M, V",,,
Requesting-EPUID,3816,6.3.23,UTF8String,"M, V",,,
Targeted-EPUID,3817,6.3.26,UTF8String,"M, V",,,
# Note: Name conflict with 3GPP TS 29.154 Time-Window (4204).,,,,,,,
# Time-Window (3818) in 3GPP TS 29.345 V12.1.0 (2014-12) predates,,,,,,,
# Time-Window (4204) in 3GPP TS 29.154 V13.1.0 (2016-03).,,,,,,,
Time-Window,3818,6.3.27,Unsigned32,"M, V",,,
WiFi-P2P-Assistance-Info,3819,6.3.30,Grouped,"M, V",,,
WLAN-Assistance-Info,3820,6.3.31,Grouped,"M, V",,,
WLAN-Link-Layer-Id,3821,6.3.32,OctetString,"M, V",,,
WLAN-Link-Layer-Id-List,3822,6.3.33,Grouped,"M, V",,,
Location-Update-Trigger,3823,6.3.42,Grouped,"M,V",,,
Location-Update-Event-Type,3824,6.3.43,Unsigned32,"M,V",,,
Change-Of-Area-Type,3825,6.3.44,Grouped,"M,V",,,
Location-Update-Event-Trigger,3826,6.3.45,Unsigned32,"M,V",,,
Report-Cardinality,3827,6.3.46,Enumerated,"M,V",,,
Minimum-Interval-Time,3828,6.3.47,Unsigned32,"M,V",,,
Periodic-Location-Type,3829,6.3.48,Grouped,"M,V",,,
Location-Report-Interval-Time,3830,6.3.49,Unsigned32,"M,V",,,
Total-Number-Of-Reports,3831,6.3.50,Unsigned32,"M,V",,,
Validity-Time-Announce,3832,6.3.36,Unsigned32,"M, V",,,
Validity-Time-Monitor,3833,6.3.37,Unsigned32,"M, V",,,
Validity-Time-Communication,3834,6.3.38,Unsigned32,"M, V",,,
ProSe-App-Code-Info,3835,6.3.39,Grouped,"M, V",,,
MIC,3836,6.3.40,OctetString,"M, V",,,
UTC-based-Counter,3837,6.3.41,Unsigned32,"M, V",,,
ProSe-Match-Refresh-Timer,3838,6.3.52,Unsigned32,"M, V",,,
ProSe-Metadata-Index-Mask,3839,6.3.60,OctetString,V,,,M
App-Identifier,3840,6.3.61,Grouped,V,,,M
OS-ID,3841,6.3.62,OctetString,V,,,M
OS-App-ID,3842,6.3.63,UTF8String,V,,,M
Requesting-RPAUID,3843,6.3.64,UTF8String,V,,,M
Target-RPAUID,3844,6.3.65,UTF8String,V,,,M
Target-PDUID,3845,6.3.66,OctetString,V,,,M
ProSe-Restricted-Code,3846,6.3.67,OctetString,V,,,M
ProSe-Restricted-Code-Suffix-Range,3847,6.3.68,OctetString,V,,,M
Beginning-Suffix,3848,6.3.69,OctetString,V,,,M
Ending-Suffix,3849,6.3.70,OctetString,V,,,M
Discovery-Entry-ID,3850,6.3.59,Unsigned32,V,,,M
Match-Timestamp,3851,6.3.71,Time,V,,,M
PMR-Flags,3852,6.3.57,Unsigned32,"M,V",,,
ProSe-Application-Metadata,3853,6.3.58,UTF8String,"M,V",,,
Discovery-Auth-Request,3854,6.3.53,Grouped,"M, V",,,
Discovery-Auth-Response,3855,6.3.54,Grouped,"M, V",,,
Match-Request,3856,6.3.55,Grouped,"M, V",,,
Match-Report-Info,3857,6.3.56,Grouped,"M, V",,,
Banned-RPAUID,3858,6.3.73,UTF8String,V,,,M
Banned-PDUID,3859,6.3.74,OctetString,V,,,M
Code-Receiving-Security-Material,3860,6.3.75,Grouped,V,,,M
Code-Sending-Security-Material,3861,6.3.76,Grouped,V,,,M
DUSK,3862,6.3.77,OctetString,V,,,M
DUIK,3863,6.3.78,OctetString,V,,,M
DUCK,3864,6.3.79,OctetString,V,,,M
# Note: 3GPP TS 29.345 Table 6.3.1-1 row MIC-Check-indicator (3865) has,,,,,,,
"# incorrect name and should be ""MIC-Check-Indicator"" per clause 6.3.80.",,,,,,,
# ,,,,,,,
# Fix: MIC-Check-indicator (3865) renamed to MIC-Check-Indicator (3865).,,,,,,,
MIC-Check-Indicator,3865,6.3.80,Unsigned32,V,,,M
Encrypted-Bitmask,3866,6.3.81,OctetString,V,,,M
ProSe-App-Code-Suffix-Range,3867,6.3.82,OctetString,V,,,M
PC5-tech,3868,6.3.84,OctetString,V,,,M
,,,,,,,
@standard,3GPP TS 29.368,,,,,,
#=,,,,,,,
# 3GPP TS 29.368 V15.1.0 (2019-09),,,,,,,
# Tsp interface protocol between the MTC Interworking Function,,,,,,,
# (MTC-IWF) and Service Capability Server (SCS),,,,,,,
# ,,,,,,,
# From 3GPP 29368-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.368 Table 6.4.1.1: Tsp specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
Device-Action,3001,6. 4.2,Grouped,"M,V",P,,
Device-Notification,3002,6.4.3,Grouped,"M,V",P,,
Trigger-Data,3003,6.4.4,Grouped,"M,V",P,,
Payload,3004,6.4.5,OctetString,"M,V",P,,
Action-Type,3005,6.4.6,Enumerated,"M,V",P,,
Priority-Indication,3006,6.4.7,Enumerated,"M,V",P,,
Reference-Number,3007,6.4.8,Unsigned32,"M,V",P,,
Request-Status,3008,6.4.9,Enumerated,"M,V",P,,
Delivery-Outcome,3009,6.4.10,Enumerated,"M,V",P,,
Application-Port-Identifier,3010,6.4.11,Unsigned32,"M,V",P,,
Old-Reference-Number,3011,6.4.12,Unsigned32,V,P,,M
Feature-Supported-In-Final-Target,3012,6.4.13,Unsigned32,V,P,,M
,,,,,,,
@standard,3GPP TS 29.388,,,,,,
#=,,,,,,,
# 3GPP TS 29.388 V15.1.0 (2019-09),,,,,,,
# V2X Control Function to Home Subscriber Server (HSS),,,,,,,
# aspects (V4);,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29388-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.388 Table 6.3.1-1: V4 specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
V2X-PC5-Allowed-PLMN,4600,6.3.3,Grouped,"M,V",,,
V2X-Update-Flags,4601,6.3.4,Unsigned32,"M,V",,,
V2X-Notify-Flags,4602,6.3.5,Unsigned32,"M,V",,,
,,,,,,,
@standard,3GPP TS 29.389,,,,,,
#=,,,,,,,
# 3GPP TS 29.389 V15.1.0 (2019-09),,,,,,,
# Inter-V2X Control Function Signalling aspects (V6);,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29389-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.389 Table 6.3.1-1: V6 specific Diameter AVPs,,,,,,,
# ,,,,,,,
# Fix: All AVPs were missing M and V; assume MUST for both.,,,,,,,
#=,,,,,,,
#,,,,,,,
V2X-Authorization-Data,4700,6.3.2,Grouped,"M,V",,,
V2X-Permission-in-VPLMN,4701,6.3.3,Unsigned32,"M,V",,,
V2X-Application-Server,4702,6.3.4,Grouped,"M,V",,,
,,,,,,,
@standard,3GPP TS 29.468,,,,,,
#=,,,,,,,
# 3GPP TS 29.468 V15.8.0 (2019-12),,,,,,,
# Group Communication System Enablers for LTE (GCSE_LTE);,,,,,,,
# MB2 Reference Point;,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29468-f80.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.468 Table 6.4.1 1: MB2 C specific Diameter AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
BMSC-Address,3500,6.4.2,Address,"M,V",P,,
BMSC-Port,3501,6.4.3,Unsigned32,"M,V",P,,
Common-Tunnel-Endpoint-Identifier,3524,6.4.26,OctetString,V,P,,M
FEC-Request,3525,6.4.27,OctetString,V,P,,M
FEC-Result,3531,6.4.33,Unsigned32,V,P,,M
Local-M1-Information,3518,6.4.20,Grouped,V,P,,M
Local-MB2-U-Information,3519,6.4.21,Grouped,V,P,,M
MB2U-Security,3517,6.4.19,Unsigned32,"M,V",P,,
MBMS-Bearer-Event,3502,6.4.4,Unsigned32,"M,V",P,,
MBMS-Bearer-Event-Notification,3503,6.4.5,Grouped,"M,V",P,,
MBMS-Bearer-Request,3504,6.4.6,Grouped,"M,V",P,,
MBMS-Bearer-Response,3505,6.4.7,Grouped,"M,V",P,,
MBMS-Bearer-Result,3506,6.4.8,Unsigned32,"M,V",P,,
MBMS-eNB-IP-Multicast-Address,3520,6.4.22,Address,V,P,,M
MBMS-eNB-IPv6-Multicast-Address,3521,6.4.23,Address,V,P,,M
# Note: Name conflict with 3GPP TS 29.061 MBMS-GW-SSM-IP-Address (924).,,,,,,,
# 3GPP TS 29.061 V10.4.0 (2011-09) CR 0355 added MBMS-GW-SSM-IP-Address (924).,,,,,,,
# 3GPP TS 29.468 V14.0.0 (2016-12) CR 0021 added MBMS-GW-SSM-IP-Address (3522).,,,,,,,
# ,,,,,,,
# Fix: MBMS-GW-SSM-IP-Address (3522) renamed to MBMS-GW-SSM-IP-Address-29.468 (3522).,,,,,,,
MBMS-GW-SSM-IP-Address-29.468,3522,6.4.24,Address,V,P,,M
# Note: Name conflict with 3GPP TS 29.061 MBMS-GW-SSM-IPv6-Address (925).,,,,,,,
# 3GPP TS 29.061 V10.4.0 (2011-09) CR 0355 added MBMS-GW-SSM-IPv6-Address (925).,,,,,,,
# 3GPP TS 29.061 V12.6.0 (2014-06) renamed,,,,,,,
# MBMS-GW-SSM-IPv6-Address (925) to MBMS-GW-SSM-Ipv6-Address.,,,,,,,
# 3GPP TS 29.468 V14.0.0 (2016-12) CR 0021 added MBMS-GW-SSM-IPv6-Address (3523).,,,,,,,
# ,,,,,,,
# Fix: MBMS-GW-SSM-IPv6-Address (3523) renamed to MBMS-GW-SSM-IPv6-Address-29.468 (3523).,,,,,,,
MBMS-GW-SSM-IPv6-Address-29.468,3523,6.4.25,Address,V,P,,M
MBMS-Start-Time,3507,6.4.9,Time,"M,V",P,,
# Note: Name conflict with 3GPP TS 32.299 Radio-Frequency (3462).,,,,,,,
# 3GPP TS 29.468 V12.0.0 (2014-09) added Radio-Frequency (3508).,,,,,,,
# 3GPP TS 32.299 V13.1.0 (2015-06) CR 0638 added Radio-Frequency (3462).,,,,,,,
# ,,,,,,,
# Fix: Radio-Frequency (3508) renamed to Radio-Frequency-29.468 (3508).,,,,,,,
Radio-Frequency-29.468,3508,6.4.10,Unsigned32,"M,V",P,,
ROHC-Full-Header-Periodicity,3527,6.4.29,Float32,V,P,,M
ROHC-Max-CID,3532,6.4.34,Unsigned32,V,P,,M
ROHC-Profile,3528,6.4.30,Unsigned32,V,P,,M
ROHC-Request,3526,6.4.28,Grouped,V,P,,M
ROHC-Result,3530,6.4.32,Unsigned32,V,P,,M
TMGI-Allocation-Request,3509,6.4.11,Grouped,"M,V",P,,
TMGI-Allocation-Response,3510,6.4.12,Grouped,"M,V",P,,
TMGI-Allocation-Result,3511,6.4.13,Unsigned32,"M,V",P,,
TMGI-Deallocation-Request,3512,6.4.14,Grouped,"M,V",P,,
TMGI-Deallocation-Response,3513,6.4.15,Grouped,"M,V",P,,
TMGI-Deallocation-Result,3514,6.4.16,Unsigned32,"M,V",P,,
TMGI-Expiry,3515,6.4.17,Grouped,"M,V",P,,
TMGI-Number,3516,6.4.18,Unsigned32,"M,V",P,,
Userplane-Protocol-Result,3529,6.4.31,Grouped,V,P,,M
,,,,,,,
@standard,3GPP TS 29.561,,,,,,
#=,,,,,,,
# 3GPP TS 29.561 V16.3.0 (2020-03),,,,,,,
# 5G System; Interworking between 5G Network and external,,,,,,,
# Data Networks;,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29561-g30.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# Table 12.4-1: N6 re-used Diameter AVPs,,,,,,,
#,,,,,,,
# Note: Only AVPs defined in 3GPP TS 29.561.,,,,,,,
#=,,,,,,,
#,,,,,,,
3GPP-Notification,110,11.3.1,OctetString,V,P,,M
3GPP-UE-MAC-Address,111,11.3.1,OctetString,V,P,,M
3GPP-Authorization-Reference,112,11.3.1,OctetString,V,P,,M
3GPP-Policy-Reference,113,11.3.1,OctetString,V,P,,M
3GPP-Session-AMBR,114,11.3.1,OctetString,V,P,,M
3GPP-NAI,115,11.3.1,OctetString,V,P,,M
